OBJECTID,CSA2010,pwhite10,pwhite15,pwhite16,pwhite17,pwhite18,pwhite19,pwhite20,CSA2020,pwhite21,pwhite22,Shape__Area,Shape__Length
1,Allendale/Irvington/S. Hilton,8.32459764444718,8.95522388059701,8.65192365949712,6.534736339,7.13765034625197,6.280717432,6.858645805,Allendale/Irvington/S. Hilton,5.312101911,6.034427181,63770461.7796021,38770.1655712393
2,Beechfield/Ten Hills/West Hills,16.7808219178082,15.4433792690234,15.6575313363076,18.85594802,16.9991592142475,16.8987785,15.7328478,Beechfield/Ten Hills/West Hills,15.72425188,14.27939093,47882527.7110596,37524.9505334171
3,Belair-Edison,9.93339457969683,8.84923076923077,9.89142107147119,10.0287687,10.0128155123418,10.83146584,7.835598276,Belair-Edison,9.707148487,10.40755094,44950030.4716797,31307.3148434597
4,Brooklyn/Curtis Bay/Hawkins Point,47.8059397598821,45.2140024613702,40.6909511419485,39.68217054,43.7505010823378,41.89473684,31.73084057,Brooklyn/Curtis Bay/Hawkins Point,34.96475489,36.55620637,176077742.748718,150987.703638771
5,Canton,86.0123456790123,86.8473895582329,86.494744561232,85.57530627,84.3018213356461,82.97975512,79.90047336,Canton,79.78682908,78.14144526,15408538.2247314,23338.6119476477
6,Cedonia/Frankford,15.0570955554612,14.3074131893169,13.4126881442187,11.71450408,11.0439170872085,9.87654321,9.712758851,Cedonia/Frankford,11.80813297,13.4316201,71541340.3063965,39962.5498347166
7,Cherry Hill,1.58497927334796,2.61093548764782,3.11804008908686,4.362915221,5.07798756889879,4.808475958,2.508004269,Cherry Hill,2.85850405,1.53973706,29144181.3516235,22305.3020666822
8,Chinquapin Park/Belvedere,23.1820526044353,22.0886912630693,20.7766070794365,20.79289941,19.5582472390452,22.183345,22.35766727,Chinquapin Park/Belvedere,16.31578947,15.90416566,21022590.1307373,21705.411630344
9,Claremont/Armistead,32.1589114323898,29.0566490638502,27.871431782423,24.14422148,23.8130175034063,19.0074539,18.81067961,Orchard Ridge/Armistead,16.29006226,16.13916405,61243774.4211426,40104.415980189
10,Clifton-Berea,1.05327121733846,1.85427314869844,1.91409365386806,2.36497635,2.35670298436759,4.128440367,2.336016893,Clifton-Berea,4.903002923,4.050013591,23285233.9251099,24022.7646207842
11,Cross-Country/Cheswolde,72.1497621605033,71.1401255707763,73.356350547271,73.40655941,68.3712262392843,67.68161998,66.82812382,Cross-Country/Cheswolde,66.43624615,65.14486392,38222018.3164673,26788.3018783839
12,Dickeyville/Franklintown,8.16873933187028,8.88358525590029,6.96042660679203,9.541677834,8.39179007534424,6.697341513,11.32897603,Dickeyville/Franklintown,9.929934767,9.937888199,35719112.4142456,31637.8174237991
13,Dorchester/Ashburton,1.34057356185305,3.25707968364657,1.30478420876547,1.070022256,0.952713923608076,2.296877554,2.327363279,Dorchester/Ashburton,2.937480364,3.195909236,34118277.1812134,27136.0757115219
14,Downtown/Seton Hill,39.1560657772262,46.6768138001015,43.6557090678101,43.9614266,40.193111399337,35.81072224,34.20829805,Downtown/Seton Hill,36.07245681,32.29108713,20736554.4064941,21565.859394559
15,Edmondson Village,0.759493670886076,0.992063492063492,0.845665961945032,1.348039216,0.250375563345017,0.2235469449,1.325250247,Edmondson Village,0.611854685,0.662251656,23563061.0443115,21504.551357829
16,Fells Point,69.8417966589224,73.673169708412,75.1062670299728,73.38832212,73.449633017764,73.22325114,67.3998872,Fells Point,71.12889273,69.82951996,12620515.7171631,27670.1699158053
17,Forest Park/Walbrook,2.20326936744847,2.14238628872775,2.3191094619666,2.116975187,1.70521541950113,1.693639443,3.553999576,Forest Park/Walbrook,1.406672678,1.634320735,37200535.0296631,36886.8997811279
18,Glen-Fallstaff,27.7323320370122,26.9048444906926,27.7312432691157,28.50320473,28.6507285687251,29.7926118,25.74325723,Glen-Fallstaff,28.03647507,27.23512337,46995477.4781494,48549.0046179292
19,Greater Charles Village/Barclay,43.8167286925752,44.4853829427398,43.0396609143203,44.56262608,43.8086192567968,45.81800343,38.64494806,Greater Charles Village/Barclay,45.73643411,43.78737105,27051213.4559937,26454.2692113332
20,Greater Govans,5.44892800299597,5.74242705816763,6.85337411584783,6.685314685,6.51691625069328,6.167442744,6.900865214,Greater Govans,6.955834404,5.818329773,22698495.7178955,22982.125714974
21,Greater Mondawmin,1.09418579703926,1.91727703576045,1.56594850236469,1.496314226,1.38706858890345,1.26120146,3.82032878,Greater Mondawmin,0.992727692,1.917231704,33663448.2791138,31136.7318903515
22,Greater Roland Park/Poplar Hill,77.5111834078894,79.6587926509186,78.3070152731038,77.7704918,76.9189551239115,74.97958072,73.85692709,Greater Roland Park/Poplar Hill,68.16154609,66.73037717,56688145.1790161,39862.7497953117
23,Greater Rosemont,0.654239576301989,0.358262427227944,1.14907953314884,1.562139728,1.15454961133973,1.069615664,1.21862375,Greater Rosemont,1.01682243,1.045612972,42204384.5406494,32559.0762211492
24,Greenmount East,1.58846529814272,2.89949291379535,3.14791403286978,3.285368649,4.71972501322051,3.927331018,1.466570812,Oliver/Johnson Square,2.765284025,2.815057283,19072287.8240967,20797.4734578598
25,Hamilton,37.0635286878942,30.9928078890784,29.855740630577,30.66493581,33.4592872490183,33.92705026,28.1252522,Hamilton,30.61192993,32.53573403,45191100.5593872,27712.1110915054
26,Harbor East/Little Italy,28.51858701683,27.0236832803111,27.7905131370129,26.53995072,29.4843718893091,31.07963082,34.05609708,Harbor East/Little Italy,40.53567409,41.18444846,10215859.0836182,18552.4075815937
27,Harford/Echodale,40.3111823742503,40.3311503768689,42.0889282999747,37.2474904,37.4025491894567,36.61850068,30.40729483,Hamilton Hills,31.77044724,30.22641283,65360039.1698608,40019.1854001996
28,Highlandtown,66.3862068965517,70.1874401422903,71.2413793103448,68.53284384,69.76401179941,70.46908316,59.89795918,Highlandtown,71.40060044,69.48562589,11684191.1186523,14976.1238513698
29,Howard Park/West Arlington,2.17051411753886,3.65772766038093,3.44572063727306,3.084401237,3.34021729370566,3.655421475,2.3971873,Howard Park/West Arlington,3.625060552,3.185027089,63262430.0730591,36034.4984469719
30,Inner Harbor/Federal Hill,79.50991831972,75.5250525052505,73.2618343195266,71.91846346,72.4085826533696,74.23986486,73.75694261,Inner Harbor/Federal Hill,74.95392997,75.26332589,24995836.2615967,43415.0595478862
31,Lauraville,35.8021673592439,35.4045888789091,34.7793997047728,36.6232916,34.2167883810617,34.28081353,29.8304486,Greater Lauraville,34.34032559,33.96081772,49665744.2354736,34419.676527973
32,Loch Raven,7.59584612370191,6.47465303989315,7.1885077689827,8.326497129,7.81076752494764,6.925935418,5.493962291,Loch Raven,5.995388163,6.188429752,44147812.3265381,29314.3346718286
33,Madison/East End,3.12299190335432,2.7623542476402,1.52944539736993,1.365498407,2.94619320824934,2.962179318,4.759560151,Madison/East End,2.782703588,3.38150289,8897845.19189453,13120.1587193642
34,Medfield/Hampden/Woodberry/Remington,77.1796641361859,74.8255747455107,75.6008482563619,77.11978466,78.5853066180935,77.75070062,71.75322844,Hampden/Remington,77.19417356,75.26613958,62441489.2398071,43152.625699222
35,Midtown,52.7097203728362,52.322659622447,52.0320656226697,52.72585163,51.9869037683764,48.69537682,46.83314814,Midtown,50.0781759,49.9633602,23823949.9294434,25020.0969698082
36,Midway/Coldstream,1.3715710723192,0.940572894399316,3.03239145416954,4.373018476,3.98850955695503,3.714384589,2.529419721,Midway/Coldstream,1.689785624,1.134997997,17884471.2862549,22767.8274161904
37,Morrell Park/Violetville,72.5457385095939,70.6610515569168,64.4302310403342,61.79848603,59.3222458421908,57.42649866,51.01086829,Morrell Park/Violetville,58.13370124,59.95549156,67470845.9901123,44412.7451303421
38,Mount Washington/Coldspring,68.0147058823529,63.6540708998831,65.0260104041617,64.65984347,64.1136141038197,63.63460796,63.93782383,Mount Washington/Coldspring,58.88991674,58.18381545,56943058.6497192,38539.7661484899
39,North Baltimore/Guilford/Homeland,75.0458085203848,67.8187359825177,65.6334933209969,64.11947027,64.8524142637775,64.16960327,59.18529445,North Baltimore/Guilford/Homeland,59.80874169,60.3227788,74923987.6937256,42904.2221443544
40,Northwood,7.16217028180016,7.36326626939642,8.0046336518969,7.559001254,7.88567493112947,8.891159939,10.17683892,Northwood,9.735973597,10.97598054,52743271.7706299,38889.8945908863
41,Oldtown/Middle East,5.42859994012574,8.01292407108239,8.28527062999113,8.718598269,7.6262197708952,8.490180033,8.682186033,Oldtown/Middle East,9.188374236,13.12357501,24585968.2341919,23866.3281788863
42,Orangeville/East Highlandtown,51.6153761909977,45.8463035019455,43.543956043956,42.8345578,42.0009394081728,46.39489194,32.42914276,Greektown/Bayview,55.97107671,47.62829067,89894372.2113037,47825.8629266244
43,Patterson Park North & East,36.0437143446285,46.7191601049869,47.9102747664826,48.77962754,45.4188481675392,44.00513091,39.09217877,Patterson Park North & East,46.96063777,50.67214659,14507643.2044067,21786.3746601014
44,Penn North/Reservoir Hill,5.73024410426148,10.5238275340393,9.86604087220104,10.96603274,10.9403254972875,10.39991754,9.588701685,Penn North/Reservoir Hill,12.58383903,11.29479522,41059796.6773071,29078.8384985548
45,Pimlico/Arlington/Hilltop,2.7758970886933,1.77990758172172,2.27829717708995,2.620872363,2.65512546197237,3.151653838,3.071672355,Pimlico/Arlington/Hilltop,3.570140642,6.395285387,30400962.0054932,24725.9340693613
46,Poppleton/The Terraces/Hollins Market,12.7211954384585,15.9072416598861,14.2800711040885,14.08771204,15.0733659404179,17.90707237,10.63874788,Poppleton/The Terraces/Hollins Market,16.17154812,12.78495441,9302012.99926758,12334.0275347411
47,Sandtown-Winchester/Harlem Park,1.0875402792696,0.824848562959144,0.827614049253129,1.605574068,1.36270004753604,2.529182879,1.965625297,Sandtown-Winchester/Harlem Park,3.02641703,2.856429047,23672092.8682861,20987.1433066354
48,South Baltimore,90.3059631595379,87.7412991404819,89.6561098273753,90.03299423,90.6347272973338,88.70989395,81.54239766,South Baltimore,85.74401665,84.03830806,46353935.4255981,68440.02582664
49,Southeastern,49.1533546325879,46.5162099229805,41.4141414141414,41.25144844,38.8016194331983,38.82590464,28.94270526,Southeastern,43.65147607,36.96081195,111251478.472229,102291.480547698
50,Southern Park Heights,1.56579343571213,2.19007434197308,2.15351812366738,2.965487239,3.36298377028714,3.678929766,3.714821764,Southern Park Heights,6.585662211,5.226122029,27876227.5908203,24052.221372193
51,Southwest Baltimore,16.7961979312273,13.9814436599171,12.9993766645889,12.78275842,13.9128352490421,15.83877011,12.33603761,Southwest Baltimore,14.79294309,15.37648214,37766068.8365479,28355.563581391
52,The Waverlies,15.0135431445892,15.7260133401745,13.4687735139202,17.44649982,17.1919416635768,19.57897456,19.13822048,The Waverlies,18.6429767,15.26301807,20383750.5437012,18733.826879757
53,Upton/Druid Heights,3.8773931541288,3.53490219441962,4.22356613343738,4.221351616,4.57323498419388,4.586466165,5.047106326,Upton/Druid Heights,6.47425897,6.115721269,16976622.3380127,19389.3078212169
54,Washington Village/Pigtown,39.0514264946393,37.9420018709074,31.5729483282675,33.74051453,31.6182572614107,31.20520087,29.83233764,Pigtown/Carroll Park,29.13884609,25.76016399,39343262.0375977,36962.2600947677
55,Westport/Mount Winans/Lakeland,17.1512852928782,21.4183175423486,21.3899049012436,21.70496664,20.0125766388932,12.9931865,10.68126867,Westport/Mount Winans/Lakeland,11.56844403,8.669150017,45494092.9501953,42573.1244161851
